date,equity
2010-11-30,1225940.4605091538
2010-12-31,1344100.6680597086
2011-01-31,1440248.1070237798
2011-02-28,1625661.8561726974
2011-03-31,1912237.5125411693
2011-04-30,1941826.7204735945
2011-05-31,2301126.0175403664
2011-06-30,2046575.7944806218
2011-07-31,2079409.4047984749
2011-08-31,1902534.7181585857
2011-09-30,1981053.800529064
2011-10-31,2078725.963240418
2011-11-30,2102703.3648232147
2011-12-31,2128784.530328124
2012-01-31,2207179.8398380964
2012-02-29,2419216.3414140167
2012-03-31,2679553.9283841876
2012-04-30,2412435.305330944
2012-05-31,1911132.2523420777
2012-06-30,2213775.1441630935
2012-07-31,2408338.283423011
2012-08-31,2558436.4975795504
2012-09-30,2680744.5350669324
2012-10-31,2469582.567901846
2012-11-30,2408322.5466233636
2012-12-31,2685556.64127785
2013-01-31,2935520.2392262835
2013-02-28,3016351.3363942676
2013-03-31,3164569.0254400913
2013-04-30,3204127.841220388
2013-05-31,3619109.5688492786
2013-06-30,3534776.5515068183
2013-07-31,3591273.4296579
2013-08-31,3378085.210380146
2013-09-30,3742956.76191069
2013-10-31,3717483.174171572
2013-11-30,4025638.900377278
2013-12-31,4612802.499506596
2014-01-31,4437698.275581797
2014-02-28,4995097.731843272
2014-03-31,5293748.108416977
2014-04-30,5559018.803418498
2014-05-31,5956569.591902966
2014-06-30,6980875.0957322875
2014-07-31,6981956.058768013
2014-08-31,6938808.001183699
2014-09-30,5874541.128567387
2014-10-31,4914848.54771215
2014-11-30,5275156.520262921
2014-12-31,5390288.323767209
2015-01-31,5454373.376154527
2015-02-28,5960015.433203997
2015-03-31,6879993.554289057
2015-04-30,6963046.276072164
2015-05-31,7328473.178438774
2015-06-30,7669918.774823193
2015-07-31,7456972.549240814
2015-08-31,6783104.582571813
2015-09-30,7473602.421796289
2015-10-31,7549066.174882111
2015-11-30,7765279.586772188
2015-12-31,7084455.109637583
2016-01-31,7121091.155620427
2016-02-29,7234665.016695108
2016-03-31,7687997.85512485
2016-04-30,7971838.312184378
2016-05-31,8396455.561158016
2016-06-30,8044042.1695803255
2016-07-31,8285768.479366855
2016-08-31,8520564.052889766
2016-09-30,8264992.822348743
2016-10-31,7491328.923213601
2016-11-30,7755205.650889205
2016-12-31,8227719.789876585
2017-01-31,8405895.798195716
2017-02-28,9255283.841590798
2017-03-31,9095720.801574744
2017-04-30,9389138.492012631
2017-05-31,8804321.42950629
2017-06-30,9411636.679418238
2017-07-31,9497232.87016213
2017-08-31,9065100.286882777
2017-09-30,9823226.419740422
2017-10-31,10247049.250265175
2017-11-30,11354598.856886424
2017-12-31,12320854.367158134
2018-01-31,13009794.687898483
2018-02-28,11412262.826991841
2018-03-31,10539813.933696514
2018-04-30,10847831.862336148
2018-05-31,12445124.59403452
2018-06-30,12292533.143998036
2018-07-31,12691812.937254487
2018-08-31,13700290.093684986
2018-09-30,13899817.106156092
2018-10-31,9615667.510166772
2018-11-30,9716011.44650688
2018-12-31,11192564.684530612
2019-01-31,11289536.228873357
2019-02-28,11599625.007598775
2019-03-31,12117146.24528191
2019-04-30,12878837.95744112
2019-05-31,12385644.646175167
2019-06-30,15338168.71779198
2019-07-31,16978499.28820883
2019-08-31,17336096.1661911
2019-09-30,20594391.41644352
2019-10-31,19001685.715895213
2019-11-30,20266040.249686453
2019-12-31,20796187.456670623
2020-01-31,20578029.904834308
2020-02-29,15691409.219117306
2020-03-31,14607582.616639234
2020-04-30,17249488.292868927
2020-05-31,18048333.537213404
2020-06-30,19377404.956087627
2020-07-31,20643610.954386864
2020-08-31,25460226.825233962
2020-09-30,24502969.03907588
2020-10-31,22635465.144447707
2020-11-30,28393406.74502376
2020-12-31,36569372.3467339
2021-01-31,39019862.03000372
2021-02-28,43074969.414623
2021-03-31,48501511.322446264
2021-04-30,50995805.41243955
2021-05-31,53119828.89985534
2021-06-30,49420898.361131616
2021-07-31,46057019.58942312
2021-08-31,54736682.43293291
2021-09-30,50873205.64218085
2021-10-31,47860309.91377307
2021-11-30,42362155.0483814
2021-12-31,44523220.31167194
2022-01-31,35747428.09111006
2022-02-28,36749789.93395838
2022-03-31,37853740.66038067
2022-04-30,36020735.8666974
2022-05-31,36511797.42934589
2022-06-30,36971408.01131231
2022-07-31,39466147.764946625
2022-08-31,39671063.214547046
2022-09-30,39898123.340860106
2022-10-31,41462578.35658868
2022-11-30,42006670.701121874
2022-12-31,39725356.326199114
2023-01-31,40333302.90476653
2023-02-28,45686022.895112485
2023-03-31,34377489.444244385
2023-04-30,35358761.882845856
2023-05-31,34098645.786197394
2023-06-30,41457496.34604219
2023-07-31,44979437.969226494
2023-08-31,39360826.78757184
2023-09-30,33375475.22399354
2023-10-31,35910986.52123695
2023-11-30,38719822.310182326
2023-12-31,42095339.70071068
2024-01-31,43544268.77914503
2024-02-29,50751666.38358143
2024-03-31,59573624.24904447
2024-04-30,58738397.76746616
2024-05-31,61276673.861929
2024-06-30,59847906.76586158
2024-07-31,57545910.69846961
2024-08-31,58740072.183217086
2024-09-30,67463523.77100644
2024-10-31,66184062.26305014
2024-11-30,92675201.10695651
2024-12-31,56303658.869298115
2025-01-31,60586463.292946674
2025-02-28,62636598.96509047
2025-03-31,42134588.96771083
2025-04-30,41980874.32240473
2025-05-31,53378367.53248228
2025-06-30,56564648.64984531
2025-07-31,56703109.439262174
2025-08-31,59697148.79676518
2025-09-30,62006000.3157461
2025-10-31,60107414.37679414
2025-11-30,57490844.97085188
2025-12-31,61124701.86040409
2026-01-31,70563673.93475114
2026-02-28,75289914.11896929
2026-03-31,54995553.31228142
2026-04-30,56457641.56000158
